FIPS Code,Geography,Year,Program Type,Population,County
36009,Cattaraugus County,2009,Intercensal Population Estimate,80491,Cattaraugus
36011,Cayuga County,2009,Intercensal Population Estimate,80172,Cayuga
36013,Chautauqua County,2009,Intercensal Population Estimate,135197,Chautauqua
36015,Chemung County,2009,Intercensal Population Estimate,88849,Chemung
36017,Chenango County,2009,Intercensal Population Estimate,50639,Chenango
36019,Clinton County,2009,Intercensal Population Estimate,82280,Clinton
36021,Columbia County,2009,Intercensal Population Estimate,63023,Columbia
36023,Cortland County,2009,Intercensal Population Estimate,49358,Cortland
36025,Delaware County,2009,Intercensal Population Estimate,48182,Delaware
36027,Dutchess County,2009,Intercensal Population Estimate,296887,Dutchess
36029,Erie County,2009,Intercensal Population Estimate,919334,Erie
36031,Essex County,2009,Intercensal Population Estimate,39478,Essex
36033,Franklin County,2009,Intercensal Population Estimate,51706,Franklin
36035,Fulton County,2009,Intercensal Population Estimate,55558,Fulton
36037,Genesee County,2009,Intercensal Population Estimate,59932,Genesee
36039,Greene County,2009,Intercensal Population Estimate,49372,Greene
36041,Hamilton County,2009,Intercensal Population Estimate,4858,Hamilton
36043,Herkimer County,2009,Intercensal Population Estimate,64381,Herkimer
36045,Jefferson County,2009,Intercensal Population Estimate,115023,Jefferson
36047,Kings County,2009,Intercensal Population Estimate,2487751,Kings
36049,Lewis County,2009,Intercensal Population Estimate,27047,Lewis
36051,Livingston County,2009,Intercensal Population Estimate,65420,Livingston
36053,Madison County,2009,Intercensal Population Estimate,73169,Madison
36055,Monroe County,2009,Intercensal Population Estimate,743386,Monroe
36057,Montgomery County,2009,Intercensal Population Estimate,50001,Montgomery
36059,Nassau County,2009,Intercensal Population Estimate,1332088,Nassau
36061,New York County,2009,Intercensal Population Estimate,1583431,New York
36063,Niagara County,2009,Intercensal Population Estimate,216043,Niagara
36065,Oneida County,2009,Intercensal Population Estimate,234619,Oneida
36067,Onondaga County,2009,Intercensal Population Estimate,465633,Onondaga
36069,Ontario County,2009,Intercensal Population Estimate,107214,Ontario
36071,Orange County,2009,Intercensal Population Estimate,372079,Orange
36073,Orleans County,2009,Intercensal Population Estimate,42975,Orleans
36075,Oswego County,2009,Intercensal Population Estimate,122055,Oswego
36077,Otsego County,2009,Intercensal Population Estimate,62280,Otsego
36079,Putnam County,2009,Intercensal Population Estimate,99666,Putnam
36081,Queens County,2009,Intercensal Population Estimate,2217166,Queens
36083,Rensselaer County,2009,Intercensal Population Estimate,159150,Rensselaer
36085,Richmond County,2009,Intercensal Population Estimate,466965,Richmond
36087,Rockland County,2009,Intercensal Population Estimate,308652,Rockland
36089,St. Lawrence County,2009,Intercensal Population Estimate,112169,St. Lawrence
36091,Saratoga County,2009,Intercensal Population Estimate,218652,Saratoga
36093,Schenectady County,2009,Intercensal Population Estimate,154050,Schenectady
36095,Schoharie County,2009,Intercensal Population Estimate,32776,Schoharie
36097,Schuyler County,2009,Intercensal Population Estimate,18398,Schuyler
36099,Seneca County,2009,Intercensal Population Estimate,35286,Seneca
36101,Steuben County,2009,Intercensal Population Estimate,98949,Steuben
36103,Suffolk County,2009,Intercensal Population Estimate,1487206,Suffolk
36105,Sullivan County,2009,Intercensal Population Estimate,77647,Sullivan
36107,Tioga County,2009,Intercensal Population Estimate,51236,Tioga
36109,Tompkins County,2009,Intercensal Population Estimate,101497,Tompkins
36111,Ulster County,2009,Intercensal Population Estimate,182638,Ulster
36113,Warren County,2009,Intercensal Population Estimate,65694,Warren
36115,Washington County,2009,Intercensal Population Estimate,63077,Washington
36117,Wayne County,2009,Intercensal Population Estimate,93643,Wayne
36119,Westchester County,2009,Intercensal Population Estimate,944201,Westchester
36121,Wyoming County,2009,Intercensal Population Estimate,42236,Wyoming
36123,Yates County,2009,Intercensal Population Estimate,25303,Yates
36000,New York State,2008,Intercensal Population Estimate,19212436,Statewide
36001,Albany County,2008,Intercensal Population Estimate,303739,Albany
36003,Allegany County,2008,Intercensal Population Estimate,49177,Allegany
36005,Bronx County,2008,Intercensal Population Estimate,1363488,Bronx
36007,Broome County,2008,Intercensal Population Estimate,201029,Broome
36009,Cattaraugus County,2008,Intercensal Population Estimate,80761,Cattaraugus
36011,Cayuga County,2008,Intercensal Population Estimate,80482,Cayuga
36013,Chautauqua County,2008,Intercensal Population Estimate,135229,Chautauqua
36015,Chemung County,2008,Intercensal Population Estimate,88503,Chemung
36017,Chenango County,2008,Intercensal Population Estimate,51326,Chenango
36019,Clinton County,2008,Intercensal Population Estimate,82401,Clinton
36021,Columbia County,2008,Intercensal Population Estimate,63253,Columbia
36023,Cortland County,2008,Intercensal Population Estimate,49537,Cortland
36025,Delaware County,2008,Intercensal Population Estimate,48363,Delaware
36027,Dutchess County,2008,Intercensal Population Estimate,296267,Dutchess
36029,Erie County,2008,Intercensal Population Estimate,920571,Erie
36031,Essex County,2008,Intercensal Population Estimate,39435,Essex
36033,Franklin County,2008,Intercensal Population Estimate,51907,Franklin
36035,Fulton County,2008,Intercensal Population Estimate,55584,Fulton
36037,Genesee County,2008,Intercensal Population Estimate,59895,Genesee
36039,Greene County,2008,Intercensal Population Estimate,49467,Greene
36041,Hamilton County,2008,Intercensal Population Estimate,4893,Hamilton
36043,Herkimer County,2008,Intercensal Population Estimate,64404,Herkimer
36045,Jefferson County,2008,Intercensal Population Estimate,115033,Jefferson
36047,Kings County,2008,Intercensal Population Estimate,2460361,Kings
36049,Lewis County,2008,Intercensal Population Estimate,26878,Lewis
36051,Livingston County,2008,Intercensal Population Estimate,65637,Livingston
36053,Madison County,2008,Intercensal Population Estimate,73075,Madison
36055,Monroe County,2008,Intercensal Population Estimate,741018,Monroe
36057,Montgomery County,2008,Intercensal Population Estimate,49951,Montgomery
36059,Nassau County,2008,Intercensal Population Estimate,1325129,Nassau
36061,New York County,2008,Intercensal Population Estimate,1587022,New York
36063,Niagara County,2008,Intercensal Population Estimate,215793,Niagara
36065,Oneida County,2008,Intercensal Population Estimate,234482,Oneida
36067,Onondaga County,2008,Intercensal Population Estimate,463472,Onondaga
36069,Ontario County,2008,Intercensal Population Estimate,106302,Ontario
36071,Orange County,2008,Intercensal Population Estimate,370201,Orange
36073,Orleans County,2008,Intercensal Population Estimate,43254,Orleans
36075,Oswego County,2008,Intercensal Population Estimate,122366,Oswego
36077,Otsego County,2008,Intercensal Population Estimate,62561,Otsego
36079,Putnam County,2008,Intercensal Population Estimate,99537,Putnam
36081,Queens County,2008,Intercensal Population Estimate,2193623,Queens
36083,Rensselaer County,2008,Intercensal Population Estimate,159011,Rensselaer
36085,Richmond County,2008,Intercensal Population Estimate,463701,Richmond
36087,Rockland County,2008,Intercensal Population Estimate,305413,Rockland
36089,St. Lawrence County,2008,Intercensal Population Estimate,111684,St. Lawrence
36091,Saratoga County,2008,Intercensal Population Estimate,217282,Saratoga
36093,Schenectady County,2008,Intercensal Population Estimate,153360,Schenectady
36095,Schoharie County,2008,Intercensal Population Estimate,32890,Schoharie
36097,Schuyler County,2008,Intercensal Population Estimate,18644,Schuyler
36099,Seneca County,2008,Intercensal Population Estimate,35370,Seneca
36101,Steuben County,2008,Intercensal Population Estimate,98726,Steuben
36103,Suffolk County,2008,Intercensal Population Estimate,1480218,Suffolk
36105,Sullivan County,2008,Intercensal Population Estimate,77755,Sullivan
36107,Tioga County,2008,Intercensal Population Estimate,51498,Tioga
36109,Tompkins County,2008,Intercensal Population Estimate,100383,Tompkins
36111,Ulster County,2008,Intercensal Population Estimate,183174,Ulster
36113,Warren County,2008,Intercensal Population Estimate,65848,Warren
36115,Washington County,2008,Intercensal Population Estimate,63252,Washington
36117,Wayne County,2008,Intercensal Population Estimate,93739,Wayne
36119,Westchester County,2008,Intercensal Population Estimate,937449,Westchester
36121,Wyoming County,2008,Intercensal Population Estimate,42281,Wyoming
36123,Yates County,2008,Intercensal Population Estimate,25352,Yates
36000,New York State,2007,Intercensal Population Estimate,19132335,Statewide
36001,Albany County,2007,Intercensal Population Estimate,303858,Albany
36003,Allegany County,2007,Intercensal Population Estimate,49079,Allegany
36005,Bronx County,2007,Intercensal Population Estimate,1354056,Bronx
36007,Broome County,2007,Intercensal Population Estimate,200877,Broome
36009,Cattaraugus County,2007,Intercensal Population Estimate,81056,Cattaraugus
36011,Cayuga County,2007,Intercensal Population Estimate,80629,Cayuga
36013,Chautauqua County,2007,Intercensal Population Estimate,135481,Chautauqua
36015,Chemung County,2007,Intercensal Population Estimate,88634,Chemung
36017,Chenango County,2007,Intercensal Population Estimate,51463,Chenango
36019,Clinton County,2007,Intercensal Population Estimate,82556,Clinton
36021,Columbia County,2007,Intercensal Population Estimate,63430,Columbia
36023,Cortland County,2007,Intercensal Population Estimate,49624,Cortland
36025,Delaware County,2007,Intercensal Population Estimate,48450,Delaware
36027,Dutchess County,2007,Intercensal Population Estimate,295319,Dutchess
36029,Erie County,2007,Intercensal Population Estimate,921887,Erie
36031,Essex County,2007,Intercensal Population Estimate,39373,Essex
36033,Franklin County,2007,Intercensal Population Estimate,51782,Franklin
36035,Fulton County,2007,Intercensal Population Estimate,55489,Fulton
36037,Genesee County,2007,Intercensal Population Estimate,59930,Genesee
36039,Greene County,2007,Intercensal Population Estimate,49537,Greene
36041,Hamilton County,2007,Intercensal Population Estimate,4969,Hamilton
36043,Herkimer County,2007,Intercensal Population Estimate,64343,Herkimer
36045,Jefferson County,2007,Intercensal Population Estimate,115059,Jefferson
36047,Kings County,2007,Intercensal Population Estimate,2441324,Kings
36049,Lewis County,2007,Intercensal Population Estimate,27086,Lewis
36051,Livingston County,2007,Intercensal Population Estimate,65460,Livingston
36053,Madison County,2007,Intercensal Population Estimate,72709,Madison
36055,Monroe County,2007,Intercensal Population Estimate,739249,Monroe
36057,Montgomery County,2007,Intercensal Population Estimate,49798,Montgomery
36059,Nassau County,2007,Intercensal Population Estimate,1322048,Nassau
36061,New York County,2007,Intercensal Population Estimate,1581402,New York
36063,Niagara County,2007,Intercensal Population Estimate,215791,Niagara
36065,Oneida County,2007,Intercensal Population Estimate,234488,Oneida
36067,Onondaga County,2007,Intercensal Population Estimate,461287,Onondaga
36069,Ontario County,2007,Intercensal Population Estimate,105216,Ontario
36071,Orange County,2007,Intercensal Population Estimate,368464,Orange
36073,Orleans County,2007,Intercensal Population Estimate,43342,Orleans
36075,Oswego County,2007,Intercensal Population Estimate,122213,Oswego
36077,Otsego County,2007,Intercensal Population Estimate,62914,Otsego
36079,Putnam County,2007,Intercensal Population Estimate,99454,Putnam
36081,Queens County,2007,Intercensal Population Estimate,2177351,Queens
36083,Rensselaer County,2007,Intercensal Population Estimate,158243,Rensselaer
36085,Richmond County,2007,Intercensal Population Estimate,459642,Richmond
36087,Rockland County,2007,Intercensal Population Estimate,301668,Rockland
36089,St. Lawrence County,2007,Intercensal Population Estimate,111586,St. Lawrence
36091,Saratoga County,2007,Intercensal Population Estimate,215798,Saratoga
36093,Schenectady County,2007,Intercensal Population Estimate,152275,Schenectady
36095,Schoharie County,2007,Intercensal Population Estimate,32894,Schoharie
36097,Schuyler County,2007,Intercensal Population Estimate,18707,Schuyler
36099,Seneca County,2007,Intercensal Population Estimate,35469,Seneca
36101,Steuben County,2007,Intercensal Population Estimate,98541,Steuben
36103,Suffolk County,2007,Intercensal Population Estimate,1475255,Suffolk
36105,Sullivan County,2007,Intercensal Population Estimate,77991,Sullivan
36107,Tioga County,2007,Intercensal Population Estimate,51565,Tioga
36109,Tompkins County,2007,Intercensal Population Estimate,99910,Tompkins
36111,Ulster County,2007,Intercensal Population Estimate,182818,Ulster
36113,Warren County,2007,Intercensal Population Estimate,65740,Warren
36115,Washington County,2007,Intercensal Population Estimate,63054,Washington
36117,Wayne County,2007,Intercensal Population Estimate,93539,Wayne
36119,Westchester County,2007,Intercensal Population Estimate,933414,Westchester
36121,Wyoming County,2007,Intercensal Population Estimate,42515,Wyoming
